subject_id,domain,word,language,semantic,semantic.1,latency_ms,x_norm,y_norm,x_viz,y_viz,canvas_width,canvas_height,session_id,Hi_Read,Hi_Write,En_Read,En_Write,first_language,language_count,state_ut,age,gender,education,dominant_hand
53105,foods,दाल,hindi,दाल,दाल,6866.6,0.7357678743477576,0.2645426019792421,0.4715357486955152,-0.4709147960415157,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,foods,चावल,hindi,चावल,चावल,6508.8,0.7430061732308306,0.3186097031136857,0.4860123464616612,-0.3627805937726285,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,foods,रोटी,hindi,रोटी,रोटी,7965.0,0.3521744635695356,0.2104755303090303,-0.2956510728609287,-0.5790489393819394,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,foods,फल,hindi,फल,फल,7492.9,0.312908731039044,0.5426020087063269,-0.3741825379219119,0.0852040174126538,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,foods,सब्जी,hindi,सब्जी,सब्जी,8415.1,0.3513485573688599,0.2529568240575217,-0.2973028852622802,-0.4940863518849565,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,foods,पापड़,hindi,पापड़,पापड़,16184.6,0.6098094498057248,0.0424812937484914,0.2196188996114496,-0.9150374125030172,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,furniture-practice,कुर्शी,hindi,कुर्शी,कुर्शी,17174.2,0.847239750239644,0.3495052042083408,0.6944795004792881,-0.3009895915833183,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,furniture-practice,मेज,hindi,मेज़,मेज,12117.7,0.8457977472093379,0.2684045525066754,0.6915954944186757,-0.4631908949866491,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,furniture-practice,दरवाजा,hindi,दरवाजा,दरवाजा,14249.4,0.6337983347841516,0.1177890712214126,0.2675966695683032,-0.7644218575571747,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,body-parts,कान,hindi,कान,कान,10526.2,0.6496359523719996,0.1815109823799179,0.2992719047439991,-0.6369780352401642,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,body-parts,आँख,hindi,आँख,आँख,7766.1,0.6392720688345395,0.0521361332367849,0.2785441376690789,-0.8957277335264301,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,body-parts,नाक,hindi,नाक,नाक,6679.3,0.5074663855448985,0.1235819454501569,0.014932771089797,-0.7528361090996862,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,body-parts,हाथ,hindi,हाथ,हाथ,6062.1,0.145189969501183,0.4537774854140267,-0.709620060997634,-0.0924450291719466,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,body-parts,मूह,hindi,मूह,मूह,12374.1,0.5031180969314359,0.0038619357953174,0.0062361938628718,-0.9922761284093652,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,body-parts,पैर,hindi,पैर,पैर,10623.8,0.0659700470138846,0.3746078016100199,-0.8680599059722308,-0.2507843967799602,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
53105,animals,गाय,hindi,गाय,गाय,6785.4,0.6887980543030185,0.1274439107097061,0.3775961086060371,-0.7451121785805878,548.0,544.0,32zXoOEyomBdbyGIOg7U,5,5,5,5,Gujarati,3,Gujarat,21,Male,16,Right
